frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
1276.0,21.302170283806344,0.0009593935829033296,1042:780,1127:849,616:493:616:280:920:280:920:493,0.8889228379079926,-0.0001388310426210038:-1.6661113424961818:-0.04178814382896002
1277.0,21.318864774624373,0.0009593935829033296,1034:789,1116:862,616:496:614:282:918:279:920:493,0.8433975566054014,-0.0001388310426210038:-1.7910592808551986:-0.04178814382896002
1278.0,21.335559265442406,0.0009593935829033296,1025:800,1103:875,616:496:614:282:918:279:920:493,0.805003494254653,0.04151048174371801:-1.8743579064278768:-0.04178814382896002
1279.0,21.352253756260435,0.0009593935829033296,1013:811,1089:888,616:496:614:282:918:279:920:493,0.7788623087515172,0.04151048174371801:-1.8743579064278768:-0.04178814382896002
1280.0,21.368948247078464,0.0009593935829033296,1000:822,1069:903,616:496:614:282:918:279:920:493,0.705568177685211,0.04151048174371801:-1.9160072192142157:-0.08343745661529904
1281.0,21.385642737896493,0.0009593935829033296,985:835,1045:920,616:495:614:282:918:279:920:493,0.6146629519221655,0.08315979453005704:-1.9160072192142157:-0.08343745661529904
1282.0,21.402337228714526,0.0009593935829033296,968:846,1019:937,616:496:614:282:918:279:920:493,0.5108228819578229,0.08315979453005704:-1.9160072192142157:-0.08343745661529904
1283.0,21.419031719532555,0.0009593935829033296,950:856,992:956,616:495:614:282:918:279:920:493,0.3976279915221293,-0.0001388310426210038:-1.8743579064278768:-0.04178814382896002
1284.0,21.435726210350584,0.0009593935829033296,929:866,962:970,616:496:614:282:918:279:920:493,0.3072588153311422,-0.04178814382896002:-1.7910592808551986:-0.04178814382896002
1285.0,21.452420701168617,0.0009593935829033296,906:875,927:981,616:496:614:282:918:279:920:493,0.1955806798098265,-0.04178814382896002:-1.7077606552825206:-0.04178814382896002
1286.0,21.469115191986646,0.0009593935829033296,880:883,895:992,616:496:614:282:918:279:920:493,0.1367557117309045,-0.04178814382896002:-1.5828127169235036:-0.0001388310426210038
1287.0,21.485809682804675,0.0009593935829033296,847:890,859:999,616:495:614:282:918:279:920:493,0.10965017216891,-0.04178814382896002:-1.4995140913508256:-0.0001388310426210038
1288.0,21.502504173622704,0.0009593935829033296,813:892,824:1003,616:496:614:282:918:279:920:493,0.09877659206766272,-0.04178814382896002:-1.4995140913508256:-0.0001388310426210038
1289.0,21.519198664440736,0.0009593935829033296,781:892,787:1003,616:496:614:282:918:279:920:493,0.05400150037596829,-0.04178814382896002:-1.3745661529918085:-0.0001388310426210038
1290.0,21.535893155258766,0.0009593935829033296,753:891,749:1000,616:496:614:282:918:279:920:493,-0.036680787756651845,-0.04178814382896002:-1.2079689018464526:-0.0001388310426210038
