frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle
1.0,0.01669449081803005,0.0009630991149498877,,,560:267:545:47:851:26:866:246,
2.0,0.0333889816360601,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
3.0,0.05008347245409015,0.0009630991149498877,,,561:267:545:48:851:27:866:246,
4.0,0.0667779632721202,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
5.0,0.08347245409015025,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
6.0,0.1001669449081803,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
7.0,0.11686143572621036,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
8.0,0.1335559265442404,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
9.0,0.15025041736227046,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
10.0,0.1669449081803005,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
11.0,0.18363939899833057,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
12.0,0.2003338898163606,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
13.0,0.21702838063439064,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
14.0,0.2337228714524207,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
15.0,0.25041736227045075,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
16.0,0.2671118530884808,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
17.0,0.2838063439065109,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
18.0,0.3005008347245409,0.0009630991149498877,,,560:266:545:47:851:27:866:246,
19.0,0.31719532554257096,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
20.0,0.333889816360601,0.0009630991149498877,,,560:267:546:47:851:27:866:246,
21.0,0.35058430717863104,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
22.0,0.36727879799666113,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
23.0,0.38397328881469117,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
24.0,0.4006677796327212,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
25.0,0.41736227045075125,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
26.0,0.4340567612687813,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
