frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
518.0,8.647746243739567,0.0009571091706762501,1200:526,1303:519,717:431:717:213:1021:213:1021:431,1.6386531496512005,0.041666666666666664:-0.16666666666666666:0.041666666666666664
519.0,8.664440734557596,0.0009571091706762501,1199:500,1302:484,717:431:717:213:1021:213:1021:431,1.7249044433603231,0.0:-0.25:0.041666666666666664
520.0,8.681135225375627,0.0009571091706762501,1195:477,1297:454,716:433:715:215:1019:212:1021:430,1.792577295817496,0.0:-0.7083333333333334:0.0
521.0,8.697829716193656,0.0009571091706762501,1192:457,1291:426,716:433:715:215:1019:212:1021:430,1.8742562382347185,0.0:-0.9166666666666666:0.0
522.0,8.714524207011687,0.0009571091706762501,1187:440,1284:402,716:433:715:215:1019:212:1021:430,1.9441726999551014,0.0:-1.375:-0.041666666666666664
523.0,8.731218697829716,0.0009571091706762501,1182:426,1278:382,716:433:715:215:1019:212:1021:430,2.000558605891585,0.0:-1.375:-0.041666666666666664
524.0,8.747913188647747,0.0009571091706762501,1177:415,1272:366,715:431:715:213:1020:213:1020:431,2.04699557786527,0.0:-1.875:-0.08333333333333333
525.0,8.764607679465776,0.0009571091706762501,1173:406,1266:354,716:431:716:213:1021:213:1021:431,2.08062955545458,0.08333333333333333:-2.2916666666666665:-0.125
526.0,8.781302170283807,0.0009571091706762501,1170:399,1262:346,717:433:715:215:1019:212:1021:430,2.0934470995897354,0.16666666666666666:-2.75:-0.16666666666666666
527.0,8.797996661101836,0.0009571091706762501,1168:396,1259:340,717:433:715:215:1019:212:1021:430,2.1224513093234436,0.0:-2.9166666666666665:-0.125
528.0,8.814691151919867,0.0009571091706762501,1167:393,1258:337,716:433:715:215:1020:212:1022:430,2.1224513093234436,-0.041666666666666664:-3.25:-0.125
529.0,8.831385642737896,0.0009571091706762501,1167:393,1259:338,717:434:715:215:1020:212:1022:431,2.109615828430812,-0.08333333333333333:-3.625:-0.125
530.0,8.848080133555927,0.0009571091706762501,1169:395,1260:341,715:431:715:213:1020:213:1020:431,2.1063536287526925,-0.125:-3.8333333333333335:-0.125
531.0,8.864774624373958,0.0009571091706762501,1171:399,1264:347,717:433:715:215:1020:212:1022:430,2.08062955545458,-0.125:-3.8333333333333335:-0.125
532.0,8.881469115191987,0.0009571091706762501,1174:405,1268:356,717:434:715:215:1020:212:1022:431,2.051319970642624,-0.125:-4.0:-0.125
533.0,8.898163606010018,0.0009571091706762501,1178:414,1274:369,717:434:715:215:1020:212:1022:431,2.0091328866528544,-0.125:-4.0:-0.125
534.0,8.914858096828047,0.0009571091706762501,1182:425,1281:385,717:433:715:215:1020:212:1022:430,1.9547809507499156,-0.125:-4.0:-0.125
535.0,8.931552587646078,0.0009571091706762501,1188:438,1288:405,717:433:715:215:1020:212:1022:430,1.889543887215541,-0.16666666666666666:-3.875:-0.08333333333333333
536.0,8.948247078464107,0.0009571091706762501,1193:454,1295:429,717:433:715:215:1020:212:1022:430,1.8111560851247044,-0.25:-3.5:0.0
537.0,8.964941569282137,0.0009571091706762501,1197:474,1301:455,717:433:715:215:1020:212:1022:430,1.7514958500741893,-0.25:-3.1666666666666665:0.0
538.0,8.981636060100167,0.0009571091706762501,1201:497,1305:484,717:433:715:215:1020:212:1022:430,1.695151321341658,-0.20833333333333334:-2.7916666666666665:0.0
539.0,8.998330550918197,0.0009571091706762501,1203:522,1307:517,717:431:717:213:1022:213:1022:431,1.618836259642659,-0.20833333333333334:-2.3333333333333335:0.0
540.0,9.015025041736227,0.0009571091706762501,1202:550,1308:556,717:433:715:215:1020:212:1022:430,1.5142528898500793,-0.20833333333333334:-2.3333333333333335:0.0
541.0,9.031719532554257,0.0009571091706762501,1198:581,1303:598,717:433:715:215:1020:212:1022:430,1.4102844013130376,0.08333333333333333:-1.8333333333333333:-0.08333333333333333
542.0,9.048414023372287,0.0009571091706762501,1191:613,1294:640,717:433:715:215:1020:212:1022:430,1.3144286344770968,-0.08333333333333333:-1.2916666666666667:0.0
543.0,9.065108514190317,0.0009571091706762501,1178:647,1278:686,717:433:715:215:1020:212:1022:430,1.1989402529463153,-0.08333333333333333:-1.25:0.041666666666666664
544.0,9.081803005008348,0.0009571091706762501,1160:681,1255:733,717:433:715:215:1020:212:1022:430,1.0699757668304135,-0.125:-0.875:0.041666666666666664
545.0,9.098497495826377,0.0009571091706762501,1138:715,1225:777,717:433:715:215:1020:212:1022:430,0.9516349796644341,-0.125:-0.5833333333333334:0.041666666666666664
546.0,9.115191986644408,0.0009571091706762501,1109:746,1186:820,717:434:715:215:1020:212:1022:431,0.8052630996486133,-0.08333333333333333:-0.3333333333333333:0.08333333333333333
547.0,9.131886477462437,0.0009571091706762501,1075:774,1136:860,717:433:715:215:1020:212:1022:430,0.6169418905475355,-0.041666666666666664:-0.16666666666666666:0.041666666666666664
548.0,9.148580968280468,0.0009571091706762501,1037:796,1086:890,717:434:715:215:1020:212:1022:431,0.4805236438477275,-0.041666666666666664:-0.16666666666666666:0.041666666666666664
549.0,9.165275459098497,0.0009571091706762501,992:814,1025:915,717:434:715:215:1020:212:1022:431,0.31579824374205057,0.16666666666666666:0.041666666666666664:-0.08333333333333333
550.0,9.181969949916528,0.0009571091706762501,944:825,959:930,717:434:715:215:1019:212:1021:431,0.14189705460416394,0.041666666666666664:0.25:0.0
551.0,9.198664440734557,0.0009571091706762501,895:828,897:935,716:432:716:213:1020:213:1020:432,0.018689412446905664,0.0:0.2916666666666667:0.041666666666666664
552.0,9.215358931552588,0.0009571091706762501,846:823,828:927,717:433:715:215:1020:212:1022:430,-0.17137912638950764,0.041666666666666664:0.5833333333333334:0.041666666666666664
553.0,9.232053422370617,0.0009571091706762501,798:810,765:912,717:434:715:215:1020:212:1022:431,-0.3129012278803845,0.0:0.4583333333333333:0.041666666666666664
554.0,9.248747913188648,0.0009571091706762501,756:792,710:888,717:434:715:215:1020:212:1022:431,-0.44684246848576414,0.0:0.4583333333333333:0.041666666666666664
555.0,9.265442404006677,0.0009571091706762501,718:767,654:851,717:433:715:215:1019:212:1021:430,-0.6510767214444798,0.0:0.4583333333333333:0.041666666666666664
556.0,9.282136894824708,0.0009571091706762501,685:738,610:813,717:431:717:213:1021:213:1021:431,-0.7853981633974483,0.0:0.4583333333333333:0.041666666666666664
557.0,9.298831385642739,0.0009571091706762501,658:707,573:771,716:432:716:213:1020:213:1020:432,-0.925415520967315,0.0:0.4583333333333333:0.041666666666666664
558.0,9.315525876460768,0.0009571091706762501,637:673,544:725,717:433:715:215:1019:212:1021:430,-1.060963098135213,0.0:0.3333333333333333:0.041666666666666664
559.0,9.332220367278799,0.0009571091706762501,621:640,522:681,717:431:717:213:1021:213:1021:431,-1.1781588290347698,0.0:0.2916666666666667:0.0
560.0,9.348914858096828,0.0009571091706762501,610:609,507:636,717:431:717:213:1021:213:1021:431,-1.3144286344770968,-0.041666666666666664:0.125:0.041666666666666664
561.0,9.365609348914859,0.0009571091706762501,603:579,498:595,717:431:717:213:1021:213:1021:431,-1.419578636648456,-0.08333333333333333:-0.16666666666666666:0.041666666666666664
562.0,9.382303839732888,0.0009571091706762501,599:551,495:556,717:431:717:213:1021:213:1021:431,-1.522756393947134,-0.08333333333333333:-0.25:0.041666666666666664
563.0,9.398998330550919,0.0009571091706762501,598:527,494:522,717:431:717:213:1021:213:1021:431,-1.618836259642659,-0.125:-0.4583333333333333:0.041666666666666664
