frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle
1.0,0.01669449081803005,0.0014769959039372183,767:756,769:868,615:652:615:441:742:441:742:652,0.017855245139552514
2.0,0.0333889816360601,0.0014739006817857476,767:756,769:868,615:652:615:441:743:441:743:652,0.017855245139552514
3.0,0.05008347245409015,0.0014739006817857476,767:756,769:868,615:652:615:441:743:441:743:652,0.017855245139552514
4.0,0.0667779632721202,0.0014708007894448012,767:756,769:868,615:652:615:441:744:441:744:652,0.017855245139552514
5.0,0.08347245409015025,0.001461475586074424,767:757,769:868,615:652:615:441:747:441:747:652,0.018016068554055346
6.0,0.1001669449081803,0.001461475586074424,767:757,769:868,615:652:613:442:746:440:748:651,0.018016068554055346
7.0,0.11686143572621036,0.001461475586074424,767:757,770:868,744:652:614:651:617:439:746:441,0.02702044918726479
8.0,0.1335559265442404,0.001461475586074424,767:757,770:868,615:652:615:441:745:441:745:652,0.02702044918726479
9.0,0.15025041736227046,0.001461475586074424,767:757,770:868,615:652:615:442:747:442:747:652,0.02702044918726479
10.0,0.1669449081803005,0.001461475586074424,767:757,770:868,615:652:613:442:746:440:748:651,0.02702044918726479
11.0,0.18363939899833057,0.001461475586074424,767:757,770:868,615:652:613:442:746:440:748:651,0.02702044918726479
12.0,0.2003338898163606,0.0014459658187202264,767:757,770:868,615:652:612:442:749:440:752:651,0.02702044918726479
13.0,0.21702838063439064,0.0014459658187202264,767:757,770:868,614:652:614:441:747:441:747:652,0.02702044918726479
14.0,0.2337228714524207,0.0014459658187202264,766:756,770:868,615:652:615:441:747:441:747:652,0.03569911267932397
15.0,0.25041736227045075,0.0014459658187202264,767:756,770:868,615:652:615:441:747:441:747:652,0.026779311019766005
16.0,0.2671118530884808,0.0014459658187202264,767:756,770:868,614:652:614:441:746:441:746:652,0.026779311019766005
17.0,0.2838063439065109,0.0014459658187202264,767:756,770:868,615:652:615:441:747:441:747:652,0.026779311019766005
18.0,0.3005008347245409,0.0014459658187202264,766:756,770:868,615:652:615:441:747:441:747:652,0.03569911267932397
19.0,0.31719532554257096,0.0014459658187202264,766:756,770:868,615:652:615:441:747:441:747:652,0.03569911267932397
20.0,0.333889816360601,0.0014459658187202264,766:756,770:868,615:652:615:441:747:441:747:652,0.03569911267932397
21.0,0.35058430717863104,0.0014459658187202264,766:755,770:868,615:652:615:441:747:441:747:652,0.035383456124151315
