frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle
1.0,0.01669449081803005,0.0009708067639547644,1092:718,1073:598,1228:288:922:274:933:57:1238:72,0.15702977597173187
2.0,0.0333889816360601,0.0009708067639547644,1092:718,1073:598,1228:288:922:274:933:57:1238:72,0.15702977597173187
3.0,0.05008347245409015,0.0009708067639547644,1092:718,1073:598,1228:288:922:274:933:57:1238:72,0.15702977597173187
4.0,0.0667779632721202,0.0009708067639547644,1092:718,1073:598,1228:288:922:274:933:57:1239:72,0.15702977597173187
5.0,0.08347245409015025,0.0009708067639547644,1092:718,1074:598,1228:288:922:274:933:57:1238:72,0.14888994760949725
6.0,0.1001669449081803,0.0009692098284898906,1092:718,1074:598,1228:289:922:275:933:57:1238:72,0.14888994760949725
7.0,0.11686143572621036,0.0009692098284898906,1092:718,1074:598,1228:289:922:275:933:57:1238:72,0.14888994760949725
8.0,0.1335559265442404,0.0009692098284898906,1092:719,1074:599,1228:289:922:275:933:57:1238:72,0.14888994760949725
9.0,0.15025041736227046,0.0009671828113121828,1092:719,1073:599,1228:289:922:275:932:57:1238:71,0.15702977597173187
10.0,0.1669449081803005,0.0009671828113121828,1092:719,1073:599,1228:289:922:275:933:57:1238:71,0.15702977597173187
11.0,0.18363939899833057,0.0009671828113121828,1092:718,1074:599,1228:289:922:275:933:57:1238:72,0.15012248601576222
12.0,0.2003338898163606,0.0009671828113121828,1092:718,1073:598,1228:288:922:274:933:57:1238:71,0.15702977597173187
13.0,0.21702838063439064,0.0009671828113121828,1092:719,1074:599,1228:288:922:274:933:57:1238:71,0.14888994760949725
14.0,0.2337228714524207,0.0009671828113121828,1092:719,1074:599,1228:289:922:275:933:57:1238:71,0.14888994760949725
15.0,0.25041736227045075,0.0009671828113121828,1092:719,1074:599,1227:289:922:275:933:57:1237:71,0.14888994760949725
16.0,0.2671118530884808,0.0009671828113121828,1092:719,1074:599,1213:288:922:275:933:57:1223:71,0.14888994760949725
17.0,0.2838063439065109,0.0009671828113121828,1092:718,1074:598,1193:288:922:274:933:58:1204:71,0.14888994760949725
18.0,0.3005008347245409,0.0009671828113121828,1093:718,1074:598,1173:286:922:274:933:58:1184:70,0.15702977597173187
19.0,0.31719532554257096,0.0009671828113121828,1092:718,1074:598,1152:284:922:274:932:58:1162:69,0.14888994760949725
20.0,0.333889816360601,0.0009671828113121828,1092:718,1075:598,1132:284:922:274:933:58:1142:68,0.1407301939902253
21.0,0.35058430717863104,0.0009671828113121828,1092:718,1075:598,1110:282:923:274:932:58:1119:66,0.1407301939902253
22.0,0.36727879799666113,0.0009671828113121828,1091:718,1074:598,1087:281:923:274:933:58:1097:65,0.1407301939902253
23.0,0.38397328881469117,0.0009671828113121828,1091:718,1074:598,1068:279:923:272:933:58:1078:65,0.1407301939902253
24.0,0.4006677796327212,0.0009671828113121828,1091:718,1074:598,1049:277:923:271:933:58:1059:64,0.1407301939902253
25.0,0.41736227045075125,0.0009671828113121828,1091:717,1075:598,1027:276:923:271:932:58:1036:62,0.1336522473171937
26.0,0.4340567612687813,0.0009671828113121828,1091:717,1075:598,925:273:925:59:1008:59:1008:273,0.1336522473171937
27.0,0.4507512520868114,0.0009671828113121828,1090:717,1075:598,987:273:924:271:929:58:992:60,0.12538912034151625
28.0,0.4674457429048414,0.0009671828113121828,1090:717,1076:598,969:273:923:270:933:58:979:60,0.11710874456686428
29.0,0.48414023372287146,0.0009671828113121828,1090:717,1076:598,135:718:135:628:217:628:217:718,0.11710874456686428
