time,m_per_pixel,g_center,r_center,rect_points,angle
0.016666666666666666,0.0009630991149498877,,,560:267:545:47:851:26:866:246,
0.03333333333333333,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.05,0.0009630991149498877,,,561:267:545:48:851:27:866:246,
0.06666666666666667,0.0009637706393254597,,,560:267:545:48:851:27:866:246,
0.08333333333333333,0.0009644421637010317,,,560:267:545:48:851:27:866:246,
0.1,0.0009637706393254597,,,560:267:545:47:851:27:866:246,
0.11666666666666667,0.0009644421637010317,,,560:267:545:48:851:27:866:246,
0.13333333333333333,0.0009644421637010317,,,560:265:546:46:851:27:865:246,
0.15,0.0009644421637010317,,,560:267:545:48:851:27:866:246,
0.16666666666666666,0.0009644421637010317,,,560:267:545:48:851:27:866:246,
0.18333333333333332,0.0009644421637010317,,,560:267:545:47:851:27:866:246,
0.2,0.0009644421637010317,,,560:267:545:47:851:27:866:246,
0.21666666666666667,0.0009644421637010317,,,560:267:545:48:851:27:866:246,
0.23333333333333334,0.0009644421637010317,,,560:267:545:47:851:27:866:246,
0.25,0.0009644421637010317,,,560:267:545:47:851:27:866:246,
0.26666666666666666,0.0009637706393254597,,,560:267:545:47:851:27:866:246,
0.2833333333333333,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.3,0.0009630991149498877,,,560:266:545:47:851:27:866:246,
0.31666666666666665,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.3333333333333333,0.0009630991149498877,,,560:267:546:47:851:27:866:246,
0.35,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.36666666666666664,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.38333333333333336,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.4,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.4166666666666667,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.43333333333333335,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.45,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.4666666666666667,0.0009630991149498877,,,560:267:545:48:851:27:866:246,
0.48333333333333334,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.5,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.5166666666666667,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
0.5333333333333333,0.0009630991149498877,,,560:267:545:47:851:27:866:246,
